IJK,XC,YC,ZC,XINC,YINC,ZINC,XMORIG,YMORIG,ZMORIG,NX,NY,NZ,SG,AU,AG,CLASS
9185261,776902.5,9107067.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.104,159,3
9185262,776902.5,9107067.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.267,194.4,3
9185263,776902.5,9107067.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.208,212,3
9185264,776902.5,9107067.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.3,214.9,3
9185265,776902.5,9107067.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.227,214.8,3
9185266,776902.5,9107067.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.206,200.4,3
9185267,776902.5,9107067.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.172,165.4,3
9185268,776902.5,9107067.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.182,168.3,3
9185269,776902.5,9107067.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.182,175.6,3
9185270,776902.5,9107067.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,180.8,3
9185271,776902.5,9107067.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,184.3,3
9185272,776902.5,9107067.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.208,219.9,3
9185273,776902.5,9107067.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.96,216.7,3
9185274,776902.5,9107067.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.055,236.5,3
9185289,776902.5,9107067.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.999,239.6,3
9185290,776902.5,9107067.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.991,241.1,3
9185291,776902.5,9107067.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,215,3
9185292,776902.5,9107067.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9185293,776902.5,9107067.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9185294,776902.5,9107067.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.886,215,3
9185295,776902.5,9107067.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.886,215,3
9185296,776902.5,9107067.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.886,215,3
9185370,776902.5,9107072.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.212,211.6,3
9185371,776902.5,9107072.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.221,213.6,3
9185372,776902.5,9107072.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.093,212.5,3
9185373,776902.5,9107072.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.653,203.3,3
9185470,776902.5,9107077.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.652,76.4,3
9185471,776902.5,9107077.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.686,81,3
9185472,776902.5,9107077.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.05,101.7,3
9185473,776902.5,9107077.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.01,138.8,3
9185565,776902.5,9107082.5,3377.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.436,56.1,3
9185566,776902.5,9107082.5,3382.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.434,56.2,3
9185567,776902.5,9107082.5,3387.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.431,56.3,3
9185568,776902.5,9107082.5,3392.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.429,56.4,3
9185569,776902.5,9107082.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.431,56.3,3
9185570,776902.5,9107082.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.442,56.2,3
9185571,776902.5,9107082.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.455,55.6,3
9185572,776902.5,9107082.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.479,54.7,3
9185573,776902.5,9107082.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.502,54.1,3
9185574,776902.5,9107082.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.518,54.9,3
9185575,776902.5,9107082.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.532,67.2,3
9185576,776902.5,9107082.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.549,72.8,3
9185577,776902.5,9107082.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.571,78.9,3
9185578,776902.5,9107082.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.66,85.4,3
9185579,776902.5,9107082.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.132,93.1,3
9185580,776902.5,9107082.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.071,149.9,3
9185581,776902.5,9107082.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.133,169.8,3
9214246,776907.5,9107057.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.47,55.3,3
9214247,776907.5,9107057.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.486,54.7,3
9214248,776907.5,9107057.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.506,54.1,3
9214249,776907.5,9107057.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.564,53.8,3
9214250,776907.5,9107057.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.588,53.9,3
9214251,776907.5,9107057.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.619,67.7,3
9214252,776907.5,9107057.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.662,70.4,3
9214253,776907.5,9107057.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.708,70.3,3
9214254,776907.5,9107057.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.853,75.9,3
9214255,776907.5,9107057.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.803,69.7,3
9214256,776907.5,9107057.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.834,72.8,3
9214257,776907.5,9107057.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.908,102.2,3
9214258,776907.5,9107057.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.056,149.4,3
9214259,776907.5,9107057.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.026,187.6,3
9214266,776907.5,9107057.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.183,174.5,3
9214267,776907.5,9107057.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,179.8,3
9214268,776907.5,9107057.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,179.3,3
9214269,776907.5,9107057.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.333,207.7,3
9214270,776907.5,9107057.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.972,216.9,3
9214271,776907.5,9107057.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.053,232.8,3
9214272,776907.5,9107057.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.128,242.6,3
9214273,776907.5,9107057.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.201,259.6,3
9214274,776907.5,9107057.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.203,275.2,3
9214275,776907.5,9107057.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.211,280.2,3
9214276,776907.5,9107057.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.132,259.2,3
9214277,776907.5,9107057.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.07,241.8,3
9214278,776907.5,9107057.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.082,237.9,3
9214279,776907.5,9107057.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.107,235.5,3
9214280,776907.5,9107057.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.056,232.3,3
9214281,776907.5,9107057.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.081,240,3
9214282,776907.5,9107057.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.088,238.1,3
9214283,776907.5,9107057.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.093,236.2,3
9214284,776907.5,9107057.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.032,234.4,3
9214285,776907.5,9107057.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.024,238.5,3
9214286,776907.5,9107057.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.016,242.8,3
9214287,776907.5,9107057.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.009,241.6,3
9214288,776907.5,9107057.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,215,3
9214289,776907.5,9107057.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9214290,776907.5,9107057.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9214291,776907.5,9107057.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9214292,776907.5,9107057.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.886,215,3
9214357,776907.5,9107062.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.589,60.1,3
9214358,776907.5,9107062.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.614,65.4,3
9214359,776907.5,9107062.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.655,69,3
9214360,776907.5,9107062.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.704,69.5,3
9214361,776907.5,9107062.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.837,70.2,3
9214362,776907.5,9107062.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.766,63.2,3
9214363,776907.5,9107062.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.819,66.9,3
9214364,776907.5,9107062.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.903,99.4,3
9214365,776907.5,9107062.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.078,152,3
9214366,776907.5,9107062.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.262,192.8,3
9214367,776907.5,9107062.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.213,212.3,3
9214368,776907.5,9107062.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.315,216,3
9214369,776907.5,9107062.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.221,221.6,3
9214370,776907.5,9107062.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.192,199.1,3
9214371,776907.5,9107062.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.174,137.6,3
9214372,776907.5,9107062.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.189,161.2,3
9214373,776907.5,9107062.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.183,172.8,3
9214374,776907.5,9107062.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,179.4,3
9214375,776907.5,9107062.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,183.5,3
9214376,776907.5,9107062.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.208,219.3,3
9214377,776907.5,9107062.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.959,216.6,3
9214378,776907.5,9107062.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.056,226.1,3
9214379,776907.5,9107062.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.209,245.1,3
9214380,776907.5,9107062.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.203,263,3
9214381,776907.5,9107062.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.2,277.3,3
9214382,776907.5,9107062.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.212,287,3
9214383,776907.5,9107062.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.196,276.2,3
9214384,776907.5,9107062.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.116,253,3
9214385,776907.5,9107062.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.104,243.8,3
9214386,776907.5,9107062.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.118,238.9,3
9214387,776907.5,9107062.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.137,238.6,3
9214388,776907.5,9107062.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.087,228.2,3
9214389,776907.5,9107062.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.092,224,3
9214390,776907.5,9107062.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.096,234,3
9214391,776907.5,9107062.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.03,234.3,3
9214392,776907.5,9107062.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.021,243.6,3
9214393,776907.5,9107062.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.013,242.2,3
9214394,776907.5,9107062.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.005,244.3,3
9214395,776907.5,9107062.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,214.9,3
9214396,776907.5,9107062.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,215,3
9214397,776907.5,9107062.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9214398,776907.5,9107062.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9214399,776907.5,9107062.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.886,215,3
9214472,776907.5,9107067.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.128,162.5,3
9214473,776907.5,9107067.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.21,197.6,3
9214474,776907.5,9107067.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.282,214.1,3
9214475,776907.5,9107067.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.432,218.3,3
9214476,776907.5,9107067.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.026,188.6,3
9214477,776907.5,9107067.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.382,234,3
9214478,776907.5,9107067.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.167,169.1,3
9214479,776907.5,9107067.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.179,169.8,3
9214480,776907.5,9107067.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,176.8,3
9214481,776907.5,9107067.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,181.7,3
9214482,776907.5,9107067.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,184.9,3
9214578,776907.5,9107072.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.033,141.3,3
9214579,776907.5,9107072.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.178,174,3
9214668,776907.5,9107077.5,3372.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.436,56,3
9214669,776907.5,9107077.5,3377.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.433,56.2,3
9214670,776907.5,9107077.5,3382.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.429,56.4,3
9214671,776907.5,9107077.5,3387.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.424,56.6,3
9214672,776907.5,9107077.5,3392.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.417,56.9,3
9214673,776907.5,9107077.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.412,57.1,3
9214674,776907.5,9107077.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.41,57.4,3
9214675,776907.5,9107077.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.427,56.5,3
9214676,776907.5,9107077.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.493,53.5,3
9214677,776907.5,9107077.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.542,52.2,3
9214678,776907.5,9107077.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.545,55.2,3
9214679,776907.5,9107077.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.546,63.4,3
9214680,776907.5,9107077.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.56,69.5,3
9214681,776907.5,9107077.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.585,75.5,3
9214682,776907.5,9107077.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.68,80.8,3
9214683,776907.5,9107077.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.054,91,3
9214684,776907.5,9107077.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.019,135.6,3
9214685,776907.5,9107077.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.1,159.6,3
9214686,776907.5,9107077.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.169,182,3
9214775,776907.5,9107082.5,3372.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.436,56,3
9214776,776907.5,9107082.5,3377.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.433,56.2,3
9214777,776907.5,9107082.5,3382.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.43,56.3,3
9214778,776907.5,9107082.5,3387.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.425,56.5,3
9214779,776907.5,9107082.5,3392.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.42,56.8,3
9214780,776907.5,9107082.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.415,57,3
9214781,776907.5,9107082.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.417,56.9,3
9214782,776907.5,9107082.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.435,56.3,3
9243378,776912.5,9107052.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.201,248.8,3
9243379,776912.5,9107052.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.179,253,3
9243380,776912.5,9107052.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.152,248.7,3
9243381,776912.5,9107052.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.135,240.8,3
9243382,776912.5,9107052.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.138,235.2,3
9243383,776912.5,9107052.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.153,230.9,3
9243384,776912.5,9107052.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.172,227.2,3
9243385,776912.5,9107052.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.058,221.9,3
9243386,776912.5,9107052.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.09,218.7,3
9243456,776912.5,9107057.5,3397.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.456,55.8,3
9243457,776912.5,9107057.5,3402.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.464,55.4,3
9243458,776912.5,9107057.5,3407.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.48,54.8,3
9243459,776912.5,9107057.5,3412.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.503,54,3
9243460,776912.5,9107057.5,3417.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.524,53.6,3
9243461,776912.5,9107057.5,3422.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.583,58.2,3
9243462,776912.5,9107057.5,3427.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.611,67.2,3
9243463,776912.5,9107057.5,3432.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.65,70.8,3
9243464,776912.5,9107057.5,3437.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.694,72.3,3
9243465,776912.5,9107057.5,3442.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.898,79.5,3
9243466,776912.5,9107057.5,3447.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.852,88.2,3
9243467,776912.5,9107057.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.878,95,3
9243468,776912.5,9107057.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.959,121.5,3
9243469,776912.5,9107057.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.095,159.3,3
9243470,776912.5,9107057.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.237,190.6,3
9243471,776912.5,9107057.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.136,208.4,3
9243472,776912.5,9107057.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.854,208.4,3
9243473,776912.5,9107057.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.204,208.5,3
9243474,776912.5,9107057.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.177,195.1,3
9243475,776912.5,9107057.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.177,180.7,3
9243476,776912.5,9107057.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,177.2,3
9243477,776912.5,9107057.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,179.5,3
9243478,776912.5,9107057.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.181,182.6,3
9243479,776912.5,9107057.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,185.2,3
9243480,776912.5,9107057.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.208,220.5,3
9243481,776912.5,9107057.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.951,215.2,3
9243482,776912.5,9107057.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.042,215.3,3
9243483,776912.5,9107057.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.23,233.2,3
9243484,776912.5,9107057.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.216,248.4,3
9243485,776912.5,9107057.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.205,259.3,3
9243486,776912.5,9107057.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.192,264.6,3
9243487,776912.5,9107057.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.164,258.2,3
9243488,776912.5,9107057.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.137,247.5,3
9243489,776912.5,9107057.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.134,240.1,3
9243490,776912.5,9107057.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.147,234.8,3
9243491,776912.5,9107057.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.165,234,3
9243492,776912.5,9107057.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.183,224.4,3
9243493,776912.5,9107057.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.058,220.7,3
9243494,776912.5,9107057.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.096,217.5,3
9243495,776912.5,9107057.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.1,221.1,3
9243496,776912.5,9107057.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.031,245.4,3
9243497,776912.5,9107057.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.023,244.1,3
9243498,776912.5,9107057.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.016,246.8,3
9243499,776912.5,9107057.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,214.9,3
9243500,776912.5,9107057.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,214.9,3
9243501,776912.5,9107057.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9243502,776912.5,9107057.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9243574,776912.5,9107062.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.87,92,3
9243575,776912.5,9107062.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.962,121.1,3
9243576,776912.5,9107062.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.12,162.4,3
9243577,776912.5,9107062.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.183,195.3,3
9243578,776912.5,9107062.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.22,212.2,3
9243579,776912.5,9107062.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.242,215.1,3
9243580,776912.5,9107062.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.055,214.6,3
9243581,776912.5,9107062.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.221,203.3,3
9243582,776912.5,9107062.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,180,3
9243583,776912.5,9107062.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.179,175.5,3
9243584,776912.5,9107062.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,179,3
9243585,776912.5,9107062.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,182.6,3
9243586,776912.5,9107062.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,185.4,3
9243587,776912.5,9107062.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,183.6,3
9243588,776912.5,9107062.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.877,227.1,3
9243589,776912.5,9107062.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.24,217.1,3
9243606,776912.5,9107062.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,214.9,3
9243607,776912.5,9107062.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,214.9,3
9243608,776912.5,9107062.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.888,215,3
9243609,776912.5,9107062.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.887,215,3
9243610,776912.5,9107062.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.08,240.7,3
9243685,776912.5,9107067.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.279,213.6,3
9243686,776912.5,9107067.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.372,216.2,3
