IJK,XC,YC,ZC,XINC,YINC,ZINC,XMORIG,YMORIG,ZMORIG,NX,NY,NZ,SG,AU,AG,CLASS
6241613,776397.5,9107377.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.488,227.6,3
6241614,776397.5,9107377.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.299,214.8,3
6241615,776397.5,9107377.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.048,202.6,3
6241616,776397.5,9107377.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.837,192.1,3
6241617,776397.5,9107377.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.673,183.7,3
6241618,776397.5,9107377.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.555,177.3,3
6241722,776397.5,9107382.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.128,207.7,3
6241723,776397.5,9107382.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.919,197.6,3
6241724,776397.5,9107382.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.753,189.4,3
6241725,776397.5,9107382.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.628,183,3
6241726,776397.5,9107382.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.539,178.3,3
6241727,776397.5,9107382.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.477,175.1,3
6241728,776397.5,9107382.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.435,146.2,3
6241729,776397.5,9107382.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.833,110.3,3
6241833,776397.5,9107387.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.601,187.3,3
6241834,776397.5,9107387.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.912,184.1,3
6241835,776397.5,9107387.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.908,155.8,3
6241836,776397.5,9107387.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.831,110.2,3
6241837,776397.5,9107387.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.833,110.3,3
6241838,776397.5,9107387.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.834,110.4,3
6241839,776397.5,9107387.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.835,110.4,3
6241840,776397.5,9107387.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.836,110.4,3
6241944,776397.5,9107392.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.832,110.2,3
6241945,776397.5,9107392.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.833,110.3,3
6241946,776397.5,9107392.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.834,110.4,3
6241947,776397.5,9107392.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.835,110.4,3
6241948,776397.5,9107392.5,3677.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.104,115.1,3
6269189,776402.5,9107302.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.154,218.6,3
6269190,776402.5,9107302.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.154,218.6,3
6269191,776402.5,9107302.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.153,218.6,3
6269295,776402.5,9107307.5,3452.5,5,5,5,775330,9106460,3160,371,273,107,2.37,3.034,276.5,3
6269296,776402.5,9107307.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.158,218.6,3
6269297,776402.5,9107307.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.158,218.6,3
6269298,776402.5,9107307.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.158,218.7,3
6269299,776402.5,9107307.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.157,218.7,3
6269300,776402.5,9107307.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.156,218.6,3
6269404,776402.5,9107312.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.163,218.7,3
6269405,776402.5,9107312.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.163,218.8,3
6269406,776402.5,9107312.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.164,218.8,3
6269407,776402.5,9107312.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.164,214.4,3
6269408,776402.5,9107312.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.162,219.6,3
6269409,776402.5,9107312.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.158,219.5,3
6269512,776402.5,9107317.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.169,218.9,3
6269513,776402.5,9107317.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.171,218.9,3
6269514,776402.5,9107317.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.173,219.9,3
6269515,776402.5,9107317.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.174,219.6,3
6269516,776402.5,9107317.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.173,213.5,3
6269517,776402.5,9107317.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.168,214,3
6269518,776402.5,9107317.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.154,214,3
6269519,776402.5,9107317.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.127,216.7,3
6269621,776402.5,9107322.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.183,215.3,3
6269622,776402.5,9107322.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.187,213.7,3
6269623,776402.5,9107322.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.191,214.5,3
6269624,776402.5,9107322.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.193,215.4,3
6269625,776402.5,9107322.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.187,216,3
6269626,776402.5,9107322.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.159,215.8,3
6269627,776402.5,9107322.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.096,213.3,3
6269628,776402.5,9107322.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.035,219.6,3
6269730,776402.5,9107327.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.209,209.6,3
6269731,776402.5,9107327.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.222,212.2,3
6269732,776402.5,9107327.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.237,215.3,3
6269733,776402.5,9107327.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.235,216.6,3
6269734,776402.5,9107327.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.148,214.4,3
6269735,776402.5,9107327.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.031,208.1,3
6269736,776402.5,9107327.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.999,215.2,3
6269737,776402.5,9107327.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.013,217.7,3
6269839,776402.5,9107332.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.262,216.3,3
6269840,776402.5,9107332.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.322,219.6,3
6269841,776402.5,9107332.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.312,222.4,3
6269842,776402.5,9107332.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.098,212.4,3
6269843,776402.5,9107332.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.027,202.6,3
6269844,776402.5,9107332.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.03,215.8,3
6269845,776402.5,9107332.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.31,203.6,3
6269948,776402.5,9107337.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.365,221.6,3
6269949,776402.5,9107337.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.213,215.4,3
6269950,776402.5,9107337.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.098,203.4,3
6269951,776402.5,9107337.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.07,187.9,3
6269952,776402.5,9107337.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.172,192.3,3
6269953,776402.5,9107337.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.178,170.9,3
6270057,776402.5,9107342.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.275,201.2,3
6270058,776402.5,9107342.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.711,205.7,3
6270059,776402.5,9107342.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.171,208.4,3
6270060,776402.5,9107342.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.176,179.5,3
6270061,776402.5,9107342.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.185,182.5,3
6270062,776402.5,9107342.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.194,186.3,3
6270166,776402.5,9107347.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.172,181,3
6270167,776402.5,9107347.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.176,181.4,3
6270168,776402.5,9107347.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.182,183.3,3
6270169,776402.5,9107347.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.19,186,3
6270170,776402.5,9107347.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.195,188.1,3
6270171,776402.5,9107347.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.197,189.4,3
6270172,776402.5,9107347.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.198,190,3
6270276,776402.5,9107352.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.187,187.1,3
6270277,776402.5,9107352.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.191,188.6,3
6270278,776402.5,9107352.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.194,189.7,3
6270279,776402.5,9107352.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.195,190.4,3
6270280,776402.5,9107352.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.195,200.1,3
6270281,776402.5,9107352.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.302,226.3,3
6270386,776402.5,9107357.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.192,191.1,3
6270387,776402.5,9107357.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.193,201.8,3
6270388,776402.5,9107357.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.429,229.7,3
6270389,776402.5,9107357.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.647,238.2,3
6270390,776402.5,9107357.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.729,246.1,3
6270391,776402.5,9107357.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.776,253,3
6270495,776402.5,9107362.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.716,233.3,3
6270496,776402.5,9107362.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.885,241.3,3
6270497,776402.5,9107362.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.001,248.5,3
6270498,776402.5,9107362.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.082,254.9,3
6270499,776402.5,9107362.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.105,237.8,3
6270500,776402.5,9107362.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.049,237,3
6270605,776402.5,9107367.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.4,262.3,3
6270606,776402.5,9107367.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.431,245.3,3
6270607,776402.5,9107367.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.375,241.4,3
6270608,776402.5,9107367.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.255,233.6,3
6270609,776402.5,9107367.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.093,224.5,3
6270610,776402.5,9107367.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.915,212.9,3
6270611,776402.5,9107367.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.905,199.9,3
6270715,776402.5,9107372.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.515,238.8,3
6270716,776402.5,9107372.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.325,227.7,3
6270717,776402.5,9107372.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.117,215.9,3
6270718,776402.5,9107372.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.959,203.1,3
6270719,776402.5,9107372.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.727,190.7,3
6270720,776402.5,9107372.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.548,180.1,3
6270721,776402.5,9107372.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.869,171.9,3
6270825,776402.5,9107377.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.081,206.2,3
6270826,776402.5,9107377.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.842,194.3,3
6270827,776402.5,9107377.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.652,184,3
6270828,776402.5,9107377.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.513,176,3
6270829,776402.5,9107377.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.418,170.1,3
6270830,776402.5,9107377.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.357,166.3,3
6270831,776402.5,9107377.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.866,161.7,3
6270832,776402.5,9107377.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.866,162.7,3
6270936,776402.5,9107382.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.498,174,3
6270937,776402.5,9107382.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.428,169.9,3
6270938,776402.5,9107382.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.381,169.5,3
6270939,776402.5,9107382.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.353,143.2,3
6270940,776402.5,9107382.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.833,110.3,3
6270941,776402.5,9107382.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.835,110.4,3
6270942,776402.5,9107382.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.836,110.4,3
6270943,776402.5,9107382.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.837,110.5,3
6271047,776402.5,9107387.5,3652.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.831,110.2,3
6271048,776402.5,9107387.5,3657.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.833,110.3,3
6271049,776402.5,9107387.5,3662.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.834,110.4,3
6271050,776402.5,9107387.5,3667.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.835,110.4,3
6271051,776402.5,9107387.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.836,110.5,3
6271052,776402.5,9107387.5,3677.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.837,110.5,3
6271158,776402.5,9107392.5,3672.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.835,110.4,3
6271159,776402.5,9107392.5,3677.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.836,110.4,3
6298294,776407.5,9107297.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.151,218.5,3
6298400,776407.5,9107302.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.155,218.6,3
6298401,776407.5,9107302.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.155,218.6,3
6298402,776407.5,9107302.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.154,218.6,3
6298403,776407.5,9107302.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.153,218.6,3
6298507,776407.5,9107307.5,3457.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.159,218.6,3
6298508,776407.5,9107307.5,3462.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.159,218.7,3
6298509,776407.5,9107307.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.159,218.7,3
6298510,776407.5,9107307.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.159,218.7,3
6298511,776407.5,9107307.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.158,219.8,3
6298512,776407.5,9107307.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.155,219.7,3
6298616,776407.5,9107312.5,3467.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.165,218.8,3
6298617,776407.5,9107312.5,3472.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.165,218.8,3
6298618,776407.5,9107312.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.165,219.7,3
6298619,776407.5,9107312.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.164,219.7,3
6298620,776407.5,9107312.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.161,216.5,3
6298621,776407.5,9107312.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.155,211.9,3
6298622,776407.5,9107312.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.144,211.6,3
6298725,776407.5,9107317.5,3477.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.174,219.7,3
6298726,776407.5,9107317.5,3482.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.175,216.8,3
6298727,776407.5,9107317.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.175,212.8,3
6298728,776407.5,9107317.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.171,213.1,3
6298729,776407.5,9107317.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.162,213,3
6298730,776407.5,9107317.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.143,212.3,3
6298731,776407.5,9107317.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.116,217.6,3
6298834,776407.5,9107322.5,3487.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.191,213.6,3
6298835,776407.5,9107322.5,3492.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.192,214.2,3
6298836,776407.5,9107322.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.188,214.6,3
6298837,776407.5,9107322.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.171,214.3,3
6298838,776407.5,9107322.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.135,212.6,3
6298839,776407.5,9107322.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.095,214.7,3
6298840,776407.5,9107322.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.068,218.6,3
6298943,776407.5,9107327.5,3497.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.221,211.9,3
6298944,776407.5,9107327.5,3502.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.216,211.5,3
6298945,776407.5,9107327.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.178,209.6,3
6298946,776407.5,9107327.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.118,203.6,3
6298947,776407.5,9107327.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.078,193.2,3
6298948,776407.5,9107327.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.064,219.5,3
6298949,776407.5,9107327.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.734,198.9,3
6299052,776407.5,9107332.5,3507.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.236,212.8,3
6299053,776407.5,9107332.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.164,206.5,3
6299054,776407.5,9107332.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.106,194.4,3
6299055,776407.5,9107332.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.082,176.6,3
6299056,776407.5,9107332.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.168,184.9,3
6299057,776407.5,9107332.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.175,181.1,3
6299160,776407.5,9107337.5,3512.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.206,206.7,3
6299161,776407.5,9107337.5,3517.5,5,5,5,775330,9106460,3160,371,273,107,2.37,2.207,193.9,3
6299162,776407.5,9107337.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.305,198.2,3
6299163,776407.5,9107337.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.163,182,3
6299164,776407.5,9107337.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.168,174.1,3
6299165,776407.5,9107337.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.186,181.2,3
6299166,776407.5,9107337.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.208,190.6,3
6299269,776407.5,9107342.5,3522.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.176,200.1,3
6299270,776407.5,9107342.5,3527.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.163,178.5,3
6299271,776407.5,9107342.5,3532.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.167,172.5,3
6299272,776407.5,9107342.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.18,178.7,3
6299273,776407.5,9107342.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.198,186.7,3
6299274,776407.5,9107342.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.206,189.7,3
6299275,776407.5,9107342.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.206,189.9,3
6299379,776407.5,9107347.5,3537.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.179,179,3
6299380,776407.5,9107347.5,3542.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.19,184,3
6299381,776407.5,9107347.5,3547.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.197,187.3,3
6299382,776407.5,9107347.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.2,188.6,3
6299383,776407.5,9107347.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.2,189.2,3
6299384,776407.5,9107347.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.199,201.1,3
6299385,776407.5,9107347.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.318,211.8,3
6299489,776407.5,9107352.5,3552.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.195,188,3
6299490,776407.5,9107352.5,3557.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.196,189,3
6299491,776407.5,9107352.5,3562.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.196,184.8,3
6299492,776407.5,9107352.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.341,225.6,3
6299493,776407.5,9107352.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.256,235.6,3
6299494,776407.5,9107352.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.28,245.5,3
6299495,776407.5,9107352.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.267,254.9,3
6299599,776407.5,9107357.5,3567.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.33,228.6,3
6299600,776407.5,9107357.5,3572.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.437,237.8,3
6299601,776407.5,9107357.5,3577.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.477,246.7,3
6299602,776407.5,9107357.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.481,255.4,3
6299603,776407.5,9107357.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.46,237.7,3
6299604,776407.5,9107357.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.397,237,3
6299709,776407.5,9107362.5,3582.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.748,250.4,3
6299710,776407.5,9107362.5,3587.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.735,235.9,3
6299711,776407.5,9107362.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.673,235.6,3
6299712,776407.5,9107362.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.594,229.4,3
6299713,776407.5,9107362.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.507,219.3,3
6299714,776407.5,9107362.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.69,205.6,3
6299818,776407.5,9107367.5,3592.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.973,236.8,3
6299819,776407.5,9107367.5,3597.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.875,229.5,3
6299820,776407.5,9107367.5,3602.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.751,217.9,3
6299821,776407.5,9107367.5,3607.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.614,205.1,3
6299822,776407.5,9107367.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.684,190.7,3
6299823,776407.5,9107367.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.713,176.9,3
6299824,776407.5,9107367.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.749,165.5,3
6299825,776407.5,9107367.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.764,157.8,3
6299929,776407.5,9107372.5,3612.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.704,193.3,3
6299930,776407.5,9107372.5,3617.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.503,180.6,3
6299931,776407.5,9107372.5,3622.5,5,5,5,775330,9106460,3160,371,273,107,2.37,1.357,170,3
6299932,776407.5,9107372.5,3627.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.85,162.3,3
6299933,776407.5,9107372.5,3632.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.756,156.2,3
6299934,776407.5,9107372.5,3637.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.766,155.2,3
6299935,776407.5,9107372.5,3642.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.782,144.9,3
6299936,776407.5,9107372.5,3647.5,5,5,5,775330,9106460,3160,371,273,107,2.37,0.788,136.7,3
